"Name","Type","Tags","UsageStart","UsageEnd","InvoiceName","InstanceName","InstanceLocation","Currency","Subscriptionid","BillableQuantity","PretaxCost","IsEstimated","MeterId","UsageQuantity","TipcoCost"
"2b1f6252a82f2f77f42d3a19398c3c1c","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","12-03-2018 00:00:00","12-03-2018 23:59:59","201804-118109190558312","ACCRST-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0","0","False","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.009477","0.0663389982655644"
"02e5459782f09b459a3645582b5d3fad","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","21-03-2018 00:00:00","21-03-2018 23:59:59","","AXAZST2-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0","0","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.00948","0.0663599967956543"
"73ebaac118ba83775bff7f76a4e6d161","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","25-03-2018 00:00:00","25-03-2018 23:59:59","","AzureNxtra-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.009573","0.000833411505524761","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.009573","0.067010996863246"
"63ee32b8dca984970ed085c11c9b5c41","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","02-04-2018 00:00:00","02-04-2018 23:59:59","","ACCRST-2","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.009966","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.009966","0.0697619998827577"
"5300f105ead2166c3f745323b2282cce","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","19-03-2018 00:00:00","19-03-2018 23:59:59","201804-118109190558312","ACCRST-2","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.010092","0","False","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.010092","0.0706439968198538"
"bbebe785d77b598c23eaeba8374fa203","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","24-03-2018 00:00:00","24-03-2018 23:59:59","","AzureNxtra-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.010153","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.010153","0.071071001701057"
"eaee3a3104e31fb4dd574709b46af2ec","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","12-03-2018 00:00:00","12-03-2018 23:59:59","201804-118109190558312","ACCRST-3","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.010216","0","False","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.010216","0.071511996909976"
"efe6bb6800e2c31dfa5913c150a1a6e1","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","14-03-2018 00:00:00","14-03-2018 23:59:59","201804-118109190558312","ACCRST-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0","0","False","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.010573","0.0740109980106354"
"991b6611c296b8894665f90a7074584e","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","24-03-2018 00:00:00","24-03-2018 23:59:59","","AzureNxtra-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.010584","0.000921427700247996","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.010584","0.0740879969671369"
"709c2813b3845f10f56e7901034e1dcf","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","25-03-2018 00:00:00","25-03-2018 23:59:59","","ACCRST-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.010731","0.000934225307195885","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.010731","0.075117003172636"
